SKU,Title,Price,Brand,Warranty,Color,SeriesLaptop,PartNum,CPUgen,CPU,GraphicChip,RAM,Screen,Storage,MaxStoPortNum,SupportM2,OutVideoPort,ConnectPort,Wireless,Keyboard,OS,Size,Pin,Weight,LED,Accessories,Security,OptDrive,Feature
200801173,"Laptop ASUS Vivobook A512FA EJ2007T ( 15.6"" Full HD/Intel Core i3-10110U/4GB/256GB SSD/Windows 10 Home 64-bit/1.6kg)",12.690.000,ASUS,24,Bạc,VivoBook,EJ2007T,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,35.7 x 23 x 1.99 cm,"2 cell  37 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
201001209,"Laptop ASUS Vivobook S433EA EB099T ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.4kg)",18.990.000,ASUS,24,Đen,VivoBook,EB099T,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,,", 2 x USB 2.0 , 1 x Thunderbolt 4 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.40 x 21.30 x 1.59 cm,"3 cell  50 Wh , Pin liền",1.4 kg,không đèn,,,,Numpad tích hợp trên touchpad
201200480,"Laptop ASUS ROG Strix G15 G512 IAL011T ( 15.6"" Full HD/ 144Hz/Intel Core i7-10750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home SL 64-bit/2.3kg)",28.990.000,ASUS,24,Xanh,ROG,IAL011T,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , Màn hình chống lóa",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , không phím số , RGB",Windows 10 Home SL 64-bit,36 x 27.5 x 2.58 cm,"3 cell  48 Wh , Pin liền",2.3 kg,RGB,,,,
200300359,"Laptop ASUS 15 X509JA-EJ021T (15.6"" FHD/i5-1035G1/4GB/512GB SSD/Intel UHD/Win10/1.8kg)",14.690.000,ASUS,24,Bạc,VivoBook,EJ021T,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 1 x USB 3.1 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.02 x 23.49 x 2.29 cm,"2 cell  32 Wh , Pin liền",1.8 kg,không đèn,,Vân tay,,
201000322,"Laptop ASUS Vivobook A412DA EK611T ( 14"" Full HD/AMD Ryzen 3 3250U/4GB/512GB SSD/Windows 10 Home 64-bit/1.5kg)",11.690.000,ASUS,24,Bạc,VivoBook,EK611T,"Ryzen 5 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  VA  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.2 x 21.2 x 1.9 cm,"2 cell  37 Wh , Pin liền",1.5 kg,không đèn,Dây nguồn,Vân tay,,
200900589,"Laptop ASUS A512FA EJ2005T ( 15.6"" Full HD/Intel Core i3-10110U/4GB/256GB SSD/Windows 10 Home 64-bit/1.6kg)",12.690.000,ASUS,24,Cam,VivoBook,EJ2005T,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,35.7 x 23 x 1.99,"2 cell  37 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
201100005,"Laptop ASUS Vivobook A515EA BQ491T ( 15.6"" Full HD/Intel Core i3-1115G4/4GB/512GB SSD/Windows 10 Home 64-bit/1.8kg)",14.490.000,ASUS,24,Đen,VivoBook,BQ491T,"Core i3 , Intel Core thế hệ thứ 11","Intel Core i3-1115G4 ( 4.1 GHz / 6MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home 64-bit,35.9 x 23.5 x 1.79 cm,"3 cell  42 Wh , Pin liền",1.8 kg,không đèn,Adapter,Vân tay,,
19020130,"Laptop ASUS VivoBook X505ZA-EJ563T (15.6"" FHD/2500U/4GB/1TB HDD/Radeon Vega 8/Win10/1.7 kg)",12.990.000,ASUS,24,Vàng,VivoBook,EJ563T,"Ryzen 5 , AMD Ryzen thế hệ thứ 2","AMD Ryzen 5 2500U ( 2.0 GHz - 3.6 GHz / 4MB / 4 nhân, 8 luồng )",AMD Radeon Vega 8 Graphics,1 x 4GB Onboard  DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 SATA,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,36.1 x 24.3 x 1.94,"3 cell  42 Wh , Pin liền",1.7 kg,không đèn,,,,
200801021,"Laptop ASUS ROG Strix G15 G512 IAL001T ( 15.6"" Full HD/ 144Hz/Intel Core i7-10750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home SL 64-bit/2.3kg)",28.990.000,ASUS,24,Đen,ROG,IAL001T,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , RGB",Windows 10 Home SL 64-bit,36 x 27.5 x 2.58 cm,"3 cell  48 Wh , Pin liền",2.3 kg,LED,,,,
201200080,"Laptop ASUS Zenbook UX325EA EG081T ( 13.3"" Full HD/Intel Core i5-1135G7/8GB/256GB SSD/Windows 10 Home 64-bit/1.1kg)",21.990.000,ASUS,24,Tím,ZenBook,EG081T,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,1 x 8GB  LPDDR4X  4266MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.2 , 2 x Thunderbolt 4 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth","thường , không phím số , LED",Windows 10 Home 64-bit,30.42 x 20.3 x 1.39 cm,"4 cell  67 Wh , Pin liền",1.1 kg,không đèn,"Dây nguồn, túi",Khuôn mặt,,
200601355,"Laptop ASUS Gaming FA506IV-HN202T HN202T ( 15.6"" Full HD/ 144Hz/AMD Ryzen 7 4800H/16GB/1TB SSD/NVIDIA GeForce RTX 2060/Windows 10 Home SL 64-bit/2.3kg)",32.990.000,ASUS,24,Xám,,HN202T,"Ryzen 7 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 7 4800H ( 2.9 GHz - 4.2 GHz / 8MB / 8 nhân, 16 luồng )",NVIDIA GeForce RTX 2060  6GB  GDDR6 / AMD Radeon Graphics,2 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , Màn hình chống lóa , HD webcam",1TB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home SL 64-bit,35.98 x 25.6 x 2.47 cm,"4 cell  90 Wh , Pin liền",2.3 kg,không đèn,,,,
200701505,"Laptop ASUS Vivobook X409JA-EK283T EK283T ( 14"" Full HD/Intel Core i3-1005G1/4GB/256GB SSD/Windows 10 Home 64-bit/1.4kg)",10.590.000,ASUS,24,Bạc,VivoBook,EK283T,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.50 x 21.60 x 2.31 cm,"2 cell  32 Wh , Pin liền",1.4 kg,không đèn,,,,
19010290,"Laptop ASUS VivoBook S14 S430FA-EB069T (14"" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.4 kg)",13.890.000,ASUS,24,Vàng,VivoBook,EB069T,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.3 x 22.6 x 1.80 cm,"3 cell  42 Wh , Pin liền",1.4 kg,không đèn,,Vân tay,,
19050002,"Laptop ASUS VivoBook S14 S430FA-EB074T (14"" FHD/i5-8265U/4GB/1TB HDD/UHD 620/Win10/1.4 kg)",16.939.000,ASUS,24,Vàng,VivoBook,EB074T,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8265U ( 1.6 GHz - 3.9 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 SATA,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , LED",Windows 10 Home 64-bit,32.3 x 22.6 x 1.80 cm,"3 cell  42 Wh , Pin liền",1.4 kg,không đèn,,Vân tay,,
200900074,"Laptop ASUS Vivobook Flip TP412FA EC608T ( 14"" Full HD/Intel Core i3-10110U/4GB/512GB SSD/Windows 10 Home 64-bit/1.5kg)",13.990.000,ASUS,24,Xám,VivoBook,EC608T,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 2 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , LED",Windows 10 Home 64-bit,32.7 x 22.5 x 1.75 cm,3 cell  Pin liền,1.5 kg,không đèn,Bút cảm ứng,,,
200900875,"Laptop ASUS TUF Gaming FA506IU AL127T ( 15.6"" Full HD/ 144Hz/AMD Ryzen 7 4800H/8GB/512GB SSD/NVIDIA GeForce GTX 1660Ti/Windows 10 Home SL 64-bit/2.3kg)",26.990.000,ASUS,24,Xám,TUF Gaming,AL127T,"Ryzen 7 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 7 4800H ( 2.9 GHz - 4.2 GHz / 8MB / 8 nhân, 16 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / AMD Radeon Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home SL 64-bit,35.98 x 25.6 x 2.28~2.47 cm,"4 cell  90 Wh , Pin liền",2.3 kg,không đèn,,,,
201201231,"Laptop ASUS Zenbook UX435EG- AI099T ( 14"" Full HD/Intel Core i7-1165G7/16GB/512GB SSD/NVIDIA GeForce MX450/Windows 10 Home 64-bit/1.3kg)",32.990.000,ASUS,24,Xám,ZenBook,AI099T,"Core i7 , Intel Core thế hệ thứ 11","Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX450  2GB  GDDR6 / Intel Iris Xe Graphics,16GB Onboard  LPDDR4X  4266MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.2 , 2 x Thunderbolt 4 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,31.9 x 19.9 x 1.79 cm,"3 cell  63 Wh , Pin liền",1.3 kg,không đèn,Sạc,Khuôn mặt,,ScreenPad™ 2.0 (FHD+ (2160 x 1080) IPS-level Panel
200601363,"Laptop ASUS B9450FA-BM0324T BM0324T ( 14"" Full HD/Intel Core i5-10210U/8GB/512GB SSD/Windows 10 Home SL 64-bit/1kg)",37.990.000,ASUS,24,Đen,,BM0324T,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,8GB Onboard  LPDDR3  2133MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x Thunderbolt 3 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32 x 20.3 x 1.49 cm,"4 cell  66 Wh , Pin liền",1 kg,không đèn,,"Vân tay, Khuôn mặt",,Bàn phím số cảm ứng tích hợp touchpad (Numberpad Touch)
200801170,"Laptop ASUS ExpertBook P2451FA EK0229T ( 14"" Full HD/Intel Core i5-10210U/8GB/512GB SSD/Windows 10 Home 64-bit/1.5kg)",17.990.000,ASUS,24,Đen,ExpertBook,EK0229T,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x VGA/D-sub","1 x USB Type C , 2 x USB 3.2 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , LED",Windows 10 Home 64-bit,32.53 x 23.29 x 1.99 cm,"3 cell  48 Wh , Pin liền",1.5 kg,không đèn,,Vân tay,,
201100506,"Laptop ASUS TUF Gaming FX506LI HN096T ( 15.6"" Full HD/Intel Core i7-10870H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home 64-bit/2.3kg)",26.990.000,ASUS,24,Xám,TUF Gaming,HN096T,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10870H ( 2.2 GHz - 5.0 GHz / 16MB / 8 nhân, 16 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / Intel UHD Graphics 630,1 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth","thường , có phím số , RGB",Windows 10 Home 64-bit,35.9 x 25.6 x 2.49 cm,"3 cell  48 Wh , Pin liền",2.3 kg,không đèn,"Adapter, Sticker, Sách HDSD, Sổ BH",,,
19010008,"Laptop ASUS TUF Gaming FX505GD-BQ012T (15.6"" FHD/i5-8300H/8GB/1TB HDD/GTX 1050/Win10/2.2 kg)",21.490.000,ASUS,24,Xám,TUF Gaming,BQ012T,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8300H ( 2.3 GHz - 4.0 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1050  4GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,", 2 x USB 3.0 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home SL 64-bit,36.04 x 26.2 x 2.68 cm,"3 cell  48 Wh , Pin liền",2.2 kg,không đèn,,,,
200800769,"Laptop ASUS Zenbook UX425JA BM076T ( 14"" Full HD/Intel Core i5-1035G1/8GB/512GB SSD/Windows 10 Home 64-bit/0.9kg)",22.990.000,ASUS,24,Xám,ZenBook,BM076T,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,8GB Onboard  LPDDR4X  3200MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.2 , 2 x Thunderbolt 3 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,31.9 x 20.8 x 1.39 cm,4 cell  Pin liền,0.9 kg,không đèn,- USB-C to audio jack adapter- Sleeve- USB-A to RJ45 gigabit ethernet adapter,Khuôn mặt,,Numberpad tích hợp touchpad
201201519,"Laptop ASUS Vivobook S433EA- EB100T ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.4kg)",18.990.000,ASUS,24,Trắng,VivoBook,EB100T,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,,,1 x HDMI,", 2 x USB 2.0 , 1 x Thunderbolt 4 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.40 x 21.30 x 1.59 cm,"3 cell  50 Wh , Pin liền",1.4 kg,không đèn,,Vân tay,,
19030242,"Laptop ASUS VivoBook X505ZA-EJ505T (15.6"" FHD/2500U/4GB/1TB HDD/Radeon Vega 8/Win10/1.7 kg)",12.990.000,ASUS,24,Xám,VivoBook,EJ505T,"Ryzen 5 , AMD Ryzen thế hệ thứ 2","AMD Ryzen 5 2500U ( 2.0 GHz - 3.6 GHz / 4MB / 4 nhân, 8 luồng )",AMD Radeon Vega 8 Graphics,1 x 4GB Onboard  DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 SATA,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,36.1 x 24.3 x 1.94 cm,"3 cell  42 Wh , Pin liền",1.7 kg,không đèn,,,,
19040807,"Laptop ASUS VivoBook 14 A412FA-EK156T (14"" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.5 kg)",11.490.000,ASUS,24,Xanh,VivoBook,EK156T,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.2 x 21.2 x 1.9 cm,"2 cell  37 Wh , Pin liền",1.5 kg,không đèn,,Vân tay,,
200800072,"Laptop ASUS A512FA-EJ2008T EJ2008T ( 15.6"" Full HD/Intel Core i5-10210U/4GB/256GB SSD/Windows 10 Home SL 64-bit/1.6kg)",15.190.000,ASUS,24,Bạc,VivoBook,EJ2008T,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,35.72 x 23.04 x 1.99 cm,"2 cell  37 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
200801171,"Laptop ASUS Vivobook A512FA EJ2006T ( 15.6"" Full HD/Intel Core i3-10110U/4GB/256GB SSD/Windows 10 Home 64-bit/1.6kg)",12.190.000,ASUS,24,Xanh,VivoBook,EJ2006T,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,35.7 x 23 x 1.99 cm,"2 cell  37 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
